Column1,Transaction_ID,User_ID,Merchant_ID,Merchant_Category,Payment_Mode,Transaction_Amount,Transaction_Status,Timestamp,Interchange_Fee_INR
669,TXN2026100668,USR1609,MER43,Electronics & Gadgets,PPI Wallet UPI,"?4,400.83",Success,8/12/2026 4:17,?48.41
670,TXN2026100669,USR1793,MER44,Electronics & Gadgets,PPI Wallet UPI,"?1,396.34",Success,8/1/2026 1:25,?0.00
671,TXN2026100670,USR2426,MER15,Groceries & Supermarkets,Bank UPI (Direct),?846.46,Success,8/18/2026 1:40,?0.00
672,TXN2026100671,USR3533,MER27,Groceries & Supermarkets,Bank UPI (Direct),"?7,943.88",Success,8/4/2026 21:45,?0.00
673,TXN2026100672,USR3907,MER21,Electronics & Gadgets,PPI Wallet UPI,"?9,082.24",Success,9/9/2026 9:38,?99.90
674,TXN2026100673,USR4948,MER18,Electronics & Gadgets,Bank UPI (Direct),"?5,592.84",Success,8/14/2026 12:13,?0.00
675,TXN2026100674,USR4708,MER49,Groceries & Supermarkets,PPI Wallet UPI,"?3,480.60",Success,9/10/2026 3:20,?38.29
676,TXN2026100675,USR4690,MER37,Groceries & Supermarkets,Credit Card on UPI,"?7,546.05",Success,8/5/2026 1:00,?0.00
677,TXN2026100676,USR3681,MER23,Electronics & Gadgets,PPI Wallet UPI,"?5,191.38",Success,8/4/2026 13:02,?57.11
678,TXN2026100677,USR1480,MER10,Food & Dining,Bank UPI (Direct),"?12,746.92",Success,8/27/2026 10:14,?0.00
679,TXN2026100678,USR2774,MER16,Groceries & Supermarkets,Credit Card on UPI,"?6,661.89",Success,9/9/2026 8:35,?0.00
680,TXN2026100679,USR1001,MER31,Travel & Hospitality,Bank UPI (Direct),"?13,672.03",Success,9/4/2026 4:50,?0.00
681,TXN2026100680,USR1967,MER12,Travel & Hospitality,PPI Wallet UPI,"?5,061.12",Success,9/12/2026 16:00,?55.67
682,TXN2026100681,USR1063,MER32,Groceries & Supermarkets,Credit Card on UPI,?499.41,Success,9/7/2026 18:08,?0.00
683,TXN2026100682,USR3822,MER31,Food & Dining,Credit Card on UPI,"?4,990.34",Failed,8/24/2026 17:14,?0.00
684,TXN2026100683,USR4958,MER27,Electronics & Gadgets,Bank UPI (Direct),"?12,335.92",Success,8/11/2026 3:13,?0.00
685,TXN2026100684,USR1719,MER17,Electronics & Gadgets,Bank UPI (Direct),"?4,765.74",Success,8/20/2026 14:44,?0.00
686,TXN2026100685,USR1797,MER35,Electronics & Gadgets,Credit Card on UPI,"?7,537.48",Success,8/8/2026 20:59,?0.00
687,TXN2026100686,USR1828,MER22,Travel & Hospitality,Bank UPI (Direct),"?4,588.38",Success,8/7/2026 7:21,?0.00
688,TXN2026100687,USR1554,MER35,Electronics & Gadgets,PPI Wallet UPI,"?6,051.99",Success,8/11/2026 20:21,?66.57
689,TXN2026100688,USR4140,MER23,Groceries & Supermarkets,Bank UPI (Direct),"?8,003.83",Success,8/25/2026 12:18,?0.00
690,TXN2026100689,USR3322,MER41,Groceries & Supermarkets,Bank UPI (Direct),"?2,037.68",Success,8/20/2026 4:36,?0.00
691,TXN2026100690,USR2535,MER30,Food & Dining,Credit Card on UPI,"?1,054.10",Success,8/17/2026 20:48,?0.00
692,TXN2026100691,USR4968,MER22,Groceries & Supermarkets,PPI Wallet UPI,"?4,220.07",Success,8/5/2026 20:37,?46.42
693,TXN2026100692,USR4727,MER15,Groceries & Supermarkets,Bank UPI (Direct),"?6,097.62",Success,8/5/2026 13:33,?0.00
694,TXN2026100693,USR2790,MER47,Groceries & Supermarkets,Credit Card on UPI,"?13,808.98",Success,8/1/2026 6:54,?0.00
695,TXN2026100694,USR1196,MER26,Groceries & Supermarkets,PPI Wallet UPI,"?11,833.25",Success,8/4/2026 9:39,?130.17
696,TXN2026100695,USR4882,MER24,Electronics & Gadgets,PPI Wallet UPI,"?8,473.85",Success,9/13/2026 3:35,?93.21
697,TXN2026100696,USR1783,MER40,Groceries & Supermarkets,PPI Wallet UPI,"?7,622.10",Success,8/20/2026 2:30,?83.84
698,TXN2026100697,USR3919,MER21,Groceries & Supermarkets,Bank UPI (Direct),"?3,171.74",Success,9/12/2026 14:13,?0.00
699,TXN2026100698,USR2459,MER22,Groceries & Supermarkets,Credit Card on UPI,"?11,273.67",Success,9/1/2026 0:47,?0.00
700,TXN2026100699,USR2626,MER31,Food & Dining,Bank UPI (Direct),"?11,109.36",Success,8/22/2026 14:58,?0.00
701,TXN2026100700,USR1009,MER17,Groceries & Supermarkets,PPI Wallet UPI,"?4,682.38",Success,8/7/2026 13:10,?51.51
702,TXN2026100701,USR1825,MER11,Groceries & Supermarkets,Bank UPI (Direct),"?10,091.52",Pending,9/1/2026 9:03,?0.00
703,TXN2026100702,USR2278,MER10,Groceries & Supermarkets,Bank UPI (Direct),"?3,012.84",Success,9/10/2026 7:34,?0.00
704,TXN2026100703,USR2857,MER11,Electronics & Gadgets,PPI Wallet UPI,"?1,128.37",Success,8/11/2026 22:44,?0.00
705,TXN2026100704,USR2595,MER34,Food & Dining,PPI Wallet UPI,"?2,634.38",Success,8/21/2026 1:15,?28.98
706,TXN2026100705,USR3379,MER43,Groceries & Supermarkets,Bank UPI (Direct),"?14,866.43",Success,8/15/2026 0:03,?0.00
707,TXN2026100706,USR3055,MER35,Electronics & Gadgets,PPI Wallet UPI,"?13,689.23",Success,8/27/2026 8:32,?150.58
708,TXN2026100707,USR3232,MER16,Food & Dining,Bank UPI (Direct),"?14,644.84",Success,8/12/2026 16:58,?0.00
709,TXN2026100708,USR1148,MER46,Electronics & Gadgets,Bank UPI (Direct),"?8,672.10",Success,8/14/2026 4:29,?0.00
710,TXN2026100709,USR4050,MER17,Food & Dining,Bank UPI (Direct),"?9,340.38",Success,8/10/2026 11:38,?0.00
711,TXN2026100710,USR1690,MER21,Travel & Hospitality,PPI Wallet UPI,"?12,738.75",Failed,8/4/2026 8:19,?0.00
712,TXN2026100711,USR2973,MER18,Groceries & Supermarkets,PPI Wallet UPI,"?10,819.83",Success,8/18/2026 11:37,?119.02
713,TXN2026100712,USR2491,MER27,Groceries & Supermarkets,Credit Card on UPI,?926.06,Success,9/14/2026 7:11,?0.00
714,TXN2026100713,USR2912,MER13,Groceries & Supermarkets,PPI Wallet UPI,"?6,582.86",Success,9/5/2026 16:30,?72.41
715,TXN2026100714,USR1677,MER48,Groceries & Supermarkets,PPI Wallet UPI,"?5,885.97",Success,9/9/2026 9:56,?64.75
716,TXN2026100715,USR3118,MER48,Travel & Hospitality,Bank UPI (Direct),"?1,495.17",Success,9/15/2026 8:03,?0.00
717,TXN2026100716,USR1358,MER12,Food & Dining,Bank UPI (Direct),?671.13,Success,8/16/2026 17:19,?0.00
718,TXN2026100717,USR2554,MER38,Groceries & Supermarkets,PPI Wallet UPI,"?11,635.61",Success,8/9/2026 7:14,?127.99
719,TXN2026100718,USR2384,MER22,Food & Dining,PPI Wallet UPI,"?7,397.42",Success,9/11/2026 12:18,?81.37
720,TXN2026100719,USR2672,MER38,Groceries & Supermarkets,Bank UPI (Direct),?392.76,Success,8/7/2026 2:17,?0.00
721,TXN2026100720,USR3400,MER15,Travel & Hospitality,PPI Wallet UPI,"?3,446.19",Success,8/23/2026 10:01,?37.91
722,TXN2026100721,USR3247,MER40,Food & Dining,Bank UPI (Direct),"?3,843.76",Success,8/29/2026 18:54,?0.00
723,TXN2026100722,USR2231,MER14,Electronics & Gadgets,PPI Wallet UPI,"?5,223.18",Success,8/18/2026 5:28,?57.45
724,TXN2026100723,USR1998,MER37,Electronics & Gadgets,Bank UPI (Direct),"?11,618.19",Pending,8/13/2026 2:36,?0.00
725,TXN2026100724,USR3228,MER25,Groceries & Supermarkets,Bank UPI (Direct),"?14,415.78",Success,9/4/2026 6:51,?0.00
726,TXN2026100725,USR3255,MER19,Travel & Hospitality,Credit Card on UPI,"?11,934.18",Success,8/20/2026 17:11,?0.00
727,TXN2026100726,USR2919,MER42,Electronics & Gadgets,Credit Card on UPI,"?6,890.10",Success,8/12/2026 5:12,?0.00
728,TXN2026100727,USR4375,MER28,Travel & Hospitality,PPI Wallet UPI,"?3,399.83",Success,9/15/2026 19:08,?37.40
729,TXN2026100728,USR1458,MER32,Groceries & Supermarkets,PPI Wallet UPI,"?6,726.50",Pending,8/16/2026 18:34,?0.00
730,TXN2026100729,USR1984,MER20,Groceries & Supermarkets,Credit Card on UPI,"?9,481.61",Failed,8/22/2026 11:09,?0.00
731,TXN2026100730,USR4568,MER33,Groceries & Supermarkets,Bank UPI (Direct),"?7,231.11",Success,8/18/2026 18:49,?0.00
732,TXN2026100731,USR3852,MER31,Electronics & Gadgets,Bank UPI (Direct),"?1,850.26",Success,9/13/2026 13:34,?0.00
733,TXN2026100732,USR2212,MER19,Food & Dining,Bank UPI (Direct),"?13,923.93",Success,8/1/2026 11:01,?0.00
734,TXN2026100733,USR1400,MER50,Groceries & Supermarkets,Bank UPI (Direct),"?3,085.12",Success,9/1/2026 7:21,?0.00
735,TXN2026100734,USR3415,MER39,Groceries & Supermarkets,Bank UPI (Direct),"?2,757.04",Success,9/11/2026 2:05,?0.00
736,TXN2026100735,USR1707,MER40,Travel & Hospitality,Bank UPI (Direct),"?13,471.26",Failed,8/16/2026 10:45,?0.00
737,TXN2026100736,USR1510,MER23,Food & Dining,Credit Card on UPI,"?9,510.80",Success,8/29/2026 8:52,?0.00
738,TXN2026100737,USR1955,MER25,Groceries & Supermarkets,PPI Wallet UPI,"?10,498.32",Success,9/9/2026 19:42,?115.48
739,TXN2026100738,USR2648,MER48,Electronics & Gadgets,Bank UPI (Direct),"?13,590.61",Success,8/26/2026 11:53,?0.00
740,TXN2026100739,USR2847,MER43,Groceries & Supermarkets,Bank UPI (Direct),"?10,672.99",Success,9/5/2026 15:28,?0.00
741,TXN2026100740,USR2074,MER15,Groceries & Supermarkets,PPI Wallet UPI,"?7,781.66",Success,9/4/2026 4:09,?85.60
742,TXN2026100741,USR3121,MER40,Groceries & Supermarkets,Bank UPI (Direct),"?8,451.94",Failed,8/14/2026 18:24,?0.00
743,TXN2026100742,USR3686,MER12,Groceries & Supermarkets,PPI Wallet UPI,"?11,901.78",Success,8/14/2026 18:38,?130.92
744,TXN2026100743,USR3218,MER13,Travel & Hospitality,PPI Wallet UPI,"?13,804.06",Success,8/3/2026 10:34,?151.84
745,TXN2026100744,USR3251,MER29,Electronics & Gadgets,PPI Wallet UPI,?41.44,Success,8/13/2026 21:58,?0.00
746,TXN2026100745,USR3884,MER20,Electronics & Gadgets,PPI Wallet UPI,"?2,833.27",Success,8/23/2026 18:26,?31.17
747,TXN2026100746,USR4838,MER36,Electronics & Gadgets,Bank UPI (Direct),"?10,873.22",Success,8/14/2026 19:39,?0.00
748,TXN2026100747,USR2051,MER48,Groceries & Supermarkets,Bank UPI (Direct),"?9,794.42",Success,9/6/2026 22:24,?0.00
749,TXN2026100748,USR1631,MER16,Electronics & Gadgets,Credit Card on UPI,"?8,652.88",Failed,8/8/2026 1:45,?0.00
750,TXN2026100749,USR2295,MER33,Groceries & Supermarkets,Bank UPI (Direct),"?1,054.37",Success,8/20/2026 12:01,?0.00
751,TXN2026100750,USR3751,MER18,Electronics & Gadgets,Credit Card on UPI,"?4,141.63",Success,9/9/2026 4:16,?0.00
752,TXN2026100751,USR2132,MER34,Electronics & Gadgets,Bank UPI (Direct),"?8,382.69",Success,9/2/2026 22:32,?0.00
753,TXN2026100752,USR2529,MER44,Food & Dining,Credit Card on UPI,"?5,492.86",Failed,8/20/2026 10:00,?0.00
754,TXN2026100753,USR3769,MER21,Travel & Hospitality,Bank UPI (Direct),"?3,870.87",Success,8/18/2026 15:46,?0.00
755,TXN2026100754,USR3378,MER20,Food & Dining,PPI Wallet UPI,"?3,716.24",Failed,8/2/2026 7:26,?0.00
756,TXN2026100755,USR1446,MER45,Food & Dining,PPI Wallet UPI,"?12,432.36",Success,8/15/2026 6:08,?136.76
757,TXN2026100756,USR2834,MER21,Groceries & Supermarkets,Bank UPI (Direct),?428.98,Success,8/25/2026 5:37,?0.00
758,TXN2026100757,USR3568,MER35,Travel & Hospitality,Bank UPI (Direct),?401.28,Success,8/5/2026 20:05,?0.00
759,TXN2026100758,USR1108,MER34,Electronics & Gadgets,Bank UPI (Direct),"?11,500.07",Success,9/14/2026 21:06,?0.00
760,TXN2026100759,USR3133,MER17,Groceries & Supermarkets,PPI Wallet UPI,"?4,125.54",Success,8/31/2026 23:02,?45.38
761,TXN2026100760,USR3052,MER32,Electronics & Gadgets,PPI Wallet UPI,"?3,725.42",Success,8/8/2026 17:40,?40.98
762,TXN2026100761,USR2844,MER22,Travel & Hospitality,PPI Wallet UPI,"?9,768.05",Success,8/28/2026 15:24,?107.45
763,TXN2026100762,USR4249,MER24,Groceries & Supermarkets,Bank UPI (Direct),"?1,829.20",Success,9/2/2026 19:48,?0.00
764,TXN2026100763,USR1925,MER15,Electronics & Gadgets,PPI Wallet UPI,"?8,071.49",Success,8/2/2026 1:12,?88.79
765,TXN2026100764,USR1749,MER21,Electronics & Gadgets,PPI Wallet UPI,"?13,895.06",Success,8/20/2026 12:58,?152.85
766,TXN2026100765,USR3439,MER28,Travel & Hospitality,PPI Wallet UPI,"?12,890.81",Success,9/12/2026 6:01,?141.80
767,TXN2026100766,USR4653,MER30,Travel & Hospitality,Bank UPI (Direct),"?4,061.98",Success,8/5/2026 15:17,?0.00
768,TXN2026100767,USR2165,MER41,Electronics & Gadgets,Bank UPI (Direct),"?13,193.30",Success,8/2/2026 15:13,?0.00
769,TXN2026100768,USR3046,MER47,Electronics & Gadgets,Credit Card on UPI,"?6,879.19",Success,8/12/2026 23:08,?0.00
770,TXN2026100769,USR1179,MER11,Groceries & Supermarkets,Bank UPI (Direct),"?12,473.72",Success,8/22/2026 2:15,?0.00
771,TXN2026100770,USR1665,MER44,Groceries & Supermarkets,PPI Wallet UPI,"?13,126.80",Success,9/13/2026 1:48,?144.39
772,TXN2026100771,USR1035,MER22,Food & Dining,Credit Card on UPI,"?2,962.01",Success,8/14/2026 13:02,?0.00
773,TXN2026100772,USR1718,MER48,Groceries & Supermarkets,Credit Card on UPI,"?10,776.68",Success,9/13/2026 10:34,?0.00
774,TXN2026100773,USR2371,MER24,Groceries & Supermarkets,PPI Wallet UPI,"?12,072.58",Success,9/9/2026 13:57,?132.80
775,TXN2026100774,USR4165,MER44,Travel & Hospitality,Credit Card on UPI,"?10,094.43",Success,8/2/2026 17:13,?0.00
776,TXN2026100775,USR2210,MER25,Groceries & Supermarkets,PPI Wallet UPI,"?7,746.78",Success,8/16/2026 7:10,?85.21
777,TXN2026100776,USR3439,MER30,Electronics & Gadgets,Bank UPI (Direct),"?4,989.03",Success,8/3/2026 23:02,?0.00
778,TXN2026100777,USR4559,MER41,Electronics & Gadgets,PPI Wallet UPI,"?12,065.99",Success,8/31/2026 9:25,?132.73
779,TXN2026100778,USR2370,MER48,Electronics & Gadgets,Credit Card on UPI,"?1,194.69",Success,8/8/2026 0:43,?0.00
780,TXN2026100779,USR4500,MER41,Groceries & Supermarkets,Bank UPI (Direct),"?5,974.19",Success,8/8/2026 9:55,?0.00
781,TXN2026100780,USR2310,MER19,Food & Dining,Bank UPI (Direct),"?8,920.24",Success,8/29/2026 17:21,?0.00
782,TXN2026100781,USR1398,MER16,Groceries & Supermarkets,PPI Wallet UPI,"?8,721.79",Success,8/9/2026 3:08,?95.94
783,TXN2026100782,USR1482,MER16,Groceries & Supermarkets,PPI Wallet UPI,"?9,245.73",Success,8/17/2026 13:30,?101.70
784,TXN2026100783,USR2287,MER14,Food & Dining,PPI Wallet UPI,"?8,997.60",Success,8/13/2026 9:48,?98.97
785,TXN2026100784,USR4330,MER45,Electronics & Gadgets,PPI Wallet UPI,"?11,485.38",Success,8/30/2026 16:14,?126.34
786,TXN2026100785,USR2130,MER23,Travel & Hospitality,Bank UPI (Direct),"?4,942.64",Success,8/10/2026 12:11,?0.00
787,TXN2026100786,USR4243,MER21,Groceries & Supermarkets,PPI Wallet UPI,"?1,046.41",Pending,8/16/2026 0:43,?0.00
788,TXN2026100787,USR1214,MER28,Groceries & Supermarkets,Bank UPI (Direct),"?10,078.71",Success,9/7/2026 2:01,?0.00
789,TXN2026100788,USR3990,MER36,Groceries & Supermarkets,PPI Wallet UPI,"?2,122.15",Success,8/28/2026 14:41,?23.34
790,TXN2026100789,USR1984,MER34,Electronics & Gadgets,PPI Wallet UPI,"?1,821.33",Success,8/6/2026 12:00,?0.00
791,TXN2026100790,USR2628,MER35,Groceries & Supermarkets,Credit Card on UPI,?664.89,Success,8/24/2026 10:07,?0.00
792,TXN2026100791,USR3025,MER29,Groceries & Supermarkets,Bank UPI (Direct),"?7,071.45",Success,8/8/2026 12:12,?0.00
793,TXN2026100792,USR4886,MER20,Groceries & Supermarkets,Bank UPI (Direct),"?4,089.99",Success,8/14/2026 3:12,?0.00
794,TXN2026100793,USR3344,MER30,Electronics & Gadgets,PPI Wallet UPI,"?12,689.80",Success,8/31/2026 2:51,?139.59
795,TXN2026100794,USR4410,MER33,Groceries & Supermarkets,Bank UPI (Direct),"?10,258.76",Success,8/18/2026 5:06,?0.00
796,TXN2026100795,USR4164,MER16,Travel & Hospitality,Bank UPI (Direct),"?2,348.07",Success,8/18/2026 17:50,?0.00
797,TXN2026100796,USR1890,MER10,Food & Dining,Credit Card on UPI,"?7,036.97",Failed,8/27/2026 3:15,?0.00
798,TXN2026100797,USR1312,MER36,Groceries & Supermarkets,PPI Wallet UPI,"?13,366.03",Failed,9/2/2026 14:12,?0.00
799,TXN2026100798,USR4246,MER41,Food & Dining,Bank UPI (Direct),"?12,980.78",Success,8/23/2026 19:42,?0.00
800,TXN2026100799,USR4296,MER33,Groceries & Supermarkets,PPI Wallet UPI,"?3,379.02",Success,8/8/2026 22:11,?37.17
801,TXN2026100800,USR1339,MER39,Groceries & Supermarkets,PPI Wallet UPI,"?1,448.12",Success,9/1/2026 4:53,?0.00
802,TXN2026100801,USR4528,MER48,Groceries & Supermarkets,Bank UPI (Direct),"?7,552.40",Success,8/10/2026 18:58,?0.00
803,TXN2026100802,USR2653,MER42,Electronics & Gadgets,PPI Wallet UPI,"?2,787.63",Success,9/3/2026 23:29,?30.66
804,TXN2026100803,USR2112,MER49,Electronics & Gadgets,PPI Wallet UPI,"?3,106.51",Success,8/6/2026 13:17,?34.17
805,TXN2026100804,USR4035,MER46,Food & Dining,Bank UPI (Direct),"?1,796.15",Success,8/21/2026 6:07,?0.00
806,TXN2026100805,USR1177,MER38,Groceries & Supermarkets,PPI Wallet UPI,"?5,598.96",Success,8/22/2026 3:51,?61.59
807,TXN2026100806,USR4925,MER44,Groceries & Supermarkets,Bank UPI (Direct),"?1,320.27",Success,8/19/2026 2:41,?0.00
808,TXN2026100807,USR4489,MER39,Electronics & Gadgets,Bank UPI (Direct),"?1,617.88",Success,9/1/2026 22:02,?0.00
809,TXN2026100808,USR3947,MER13,Groceries & Supermarkets,PPI Wallet UPI,"?1,891.10",Success,8/18/2026 10:18,?0.00
810,TXN2026100809,USR2327,MER46,Electronics & Gadgets,Bank UPI (Direct),"?13,262.78",Success,8/30/2026 6:10,?0.00
811,TXN2026100810,USR4464,MER27,Electronics & Gadgets,PPI Wallet UPI,"?12,602.91",Success,8/16/2026 10:51,?138.63
812,TXN2026100811,USR2343,MER49,Electronics & Gadgets,Bank UPI (Direct),"?14,899.02",Success,8/14/2026 10:50,?0.00
813,TXN2026100812,USR2034,MER16,Electronics & Gadgets,Bank UPI (Direct),?683.14,Success,8/14/2026 5:12,?0.00
814,TXN2026100813,USR1188,MER33,Food & Dining,Bank UPI (Direct),"?10,874.32",Success,9/6/2026 16:36,?0.00
815,TXN2026100814,USR3714,MER12,Electronics & Gadgets,Bank UPI (Direct),"?14,356.49",Success,8/14/2026 21:09,?0.00
816,TXN2026100815,USR1882,MER27,Food & Dining,Bank UPI (Direct),"?3,842.98",Success,8/22/2026 13:35,?0.00
817,TXN2026100816,USR4072,MER12,Food & Dining,Bank UPI (Direct),"?2,558.70",Success,9/14/2026 18:58,?0.00
818,TXN2026100817,USR1220,MER10,Groceries & Supermarkets,Bank UPI (Direct),"?12,078.53",Success,8/30/2026 19:59,?0.00
819,TXN2026100818,USR4337,MER41,Travel & Hospitality,Bank UPI (Direct),"?10,917.19",Success,9/6/2026 12:30,?0.00
820,TXN2026100819,USR1511,MER32,Electronics & Gadgets,Bank UPI (Direct),"?3,092.12",Success,9/15/2026 14:17,?0.00
821,TXN2026100820,USR4922,MER29,Food & Dining,Credit Card on UPI,"?8,463.47",Success,8/28/2026 19:18,?0.00
822,TXN2026100821,USR2869,MER46,Groceries & Supermarkets,Bank UPI (Direct),"?12,714.65",Success,8/9/2026 17:24,?0.00
823,TXN2026100822,USR3288,MER33,Electronics & Gadgets,PPI Wallet UPI,"?11,054.99",Success,8/2/2026 7:56,?121.60
824,TXN2026100823,USR1346,MER24,Groceries & Supermarkets,Bank UPI (Direct),"?1,302.46",Success,8/22/2026 2:36,?0.00
825,TXN2026100824,USR2668,MER14,Food & Dining,Bank UPI (Direct),"?10,611.86",Success,8/30/2026 22:27,?0.00
826,TXN2026100825,USR4065,MER17,Groceries & Supermarkets,PPI Wallet UPI,"?10,267.88",Success,8/27/2026 11:24,?112.95
827,TXN2026100826,USR4677,MER25,Electronics & Gadgets,Credit Card on UPI,"?2,314.41",Success,8/25/2026 9:09,?0.00
828,TXN2026100827,USR3971,MER19,Food & Dining,PPI Wallet UPI,"?6,858.33",Success,8/22/2026 3:12,?75.44
829,TXN2026100828,USR4464,MER37,Electronics & Gadgets,Bank UPI (Direct),"?4,774.73",Success,9/13/2026 11:11,?0.00
830,TXN2026100829,USR1885,MER11,Food & Dining,Credit Card on UPI,?671.12,Success,9/11/2026 11:13,?0.00
831,TXN2026100830,USR2909,MER44,Groceries & Supermarkets,Credit Card on UPI,"?1,569.07",Success,8/16/2026 23:49,?0.00
832,TXN2026100831,USR4472,MER15,Food & Dining,Bank UPI (Direct),"?9,384.14",Success,8/14/2026 15:30,?0.00
833,TXN2026100832,USR4140,MER17,Groceries & Supermarkets,PPI Wallet UPI,"?11,180.08",Failed,8/23/2026 10:15,?0.00
834,TXN2026100833,USR4831,MER42,Groceries & Supermarkets,PPI Wallet UPI,"?4,503.97",Success,8/31/2026 0:15,?49.54
835,TXN2026100834,USR4086,MER15,Food & Dining,Bank UPI (Direct),"?10,631.67",Success,9/3/2026 18:36,?0.00
836,TXN2026100835,USR2297,MER49,Electronics & Gadgets,Bank UPI (Direct),"?4,287.76",Success,8/12/2026 14:05,?0.00
837,TXN2026100836,USR2716,MER17,Groceries & Supermarkets,PPI Wallet UPI,"?9,235.91",Success,9/11/2026 4:19,?101.60
838,TXN2026100837,USR4079,MER48,Food & Dining,Bank UPI (Direct),"?11,873.56",Success,8/30/2026 5:54,?0.00
839,TXN2026100838,USR1770,MER11,Travel & Hospitality,Bank UPI (Direct),"?3,870.65",Success,8/7/2026 1:26,?0.00
840,TXN2026100839,USR1147,MER14,Groceries & Supermarkets,PPI Wallet UPI,"?8,065.40",Success,8/31/2026 5:09,?88.72
841,TXN2026100840,USR3136,MER18,Electronics & Gadgets,Credit Card on UPI,"?11,169.09",Success,8/10/2026 19:03,?0.00
842,TXN2026100841,USR3122,MER21,Food & Dining,PPI Wallet UPI,"?5,422.63",Success,8/31/2026 13:57,?59.65
843,TXN2026100842,USR4713,MER37,Groceries & Supermarkets,Bank UPI (Direct),"?14,862.39",Success,9/1/2026 12:48,?0.00
844,TXN2026100843,USR4079,MER49,Groceries & Supermarkets,Bank UPI (Direct),"?10,450.84",Success,8/1/2026 11:01,?0.00
845,TXN2026100844,USR2448,MER18,Groceries & Supermarkets,PPI Wallet UPI,"?5,273.57",Failed,8/29/2026 22:33,?0.00
846,TXN2026100845,USR1054,MER50,Groceries & Supermarkets,Bank UPI (Direct),"?12,562.72",Success,9/4/2026 3:52,?0.00
847,TXN2026100846,USR1706,MER25,Food & Dining,Bank UPI (Direct),"?8,563.62",Success,8/27/2026 11:04,?0.00
848,TXN2026100847,USR4262,MER34,Electronics & Gadgets,Bank UPI (Direct),"?13,873.66",Success,8/7/2026 1:30,?0.00
849,TXN2026100848,USR1744,MER26,Groceries & Supermarkets,PPI Wallet UPI,"?7,175.07",Success,8/25/2026 16:45,?78.93
850,TXN2026100849,USR3111,MER46,Food & Dining,Bank UPI (Direct),"?2,507.40",Success,8/7/2026 8:34,?0.00
851,TXN2026100850,USR2985,MER45,Groceries & Supermarkets,Bank UPI (Direct),"?1,966.34",Success,9/12/2026 11:30,?0.00
852,TXN2026100851,USR1940,MER26,Groceries & Supermarkets,PPI Wallet UPI,"?5,867.97",Success,8/19/2026 4:26,?64.55
853,TXN2026100852,USR4946,MER47,Food & Dining,PPI Wallet UPI,"?5,533.59",Pending,8/30/2026 13:37,?0.00
854,TXN2026100853,USR2187,MER49,Travel & Hospitality,Credit Card on UPI,"?2,583.86",Success,9/8/2026 9:51,?0.00
855,TXN2026100854,USR3001,MER48,Travel & Hospitality,PPI Wallet UPI,?235.69,Success,8/4/2026 9:23,?0.00
856,TXN2026100855,USR4462,MER21,Groceries & Supermarkets,Bank UPI (Direct),"?14,575.22",Success,8/5/2026 1:07,?0.00
857,TXN2026100856,USR3002,MER28,Groceries & Supermarkets,PPI Wallet UPI,"?6,700.05",Success,9/8/2026 5:03,?73.70
858,TXN2026100857,USR3113,MER28,Food & Dining,Bank UPI (Direct),"?10,820.23",Success,8/18/2026 10:58,?0.00
859,TXN2026100858,USR2109,MER44,Electronics & Gadgets,Bank UPI (Direct),"?5,636.39",Success,8/10/2026 20:16,?0.00
860,TXN2026100859,USR1680,MER21,Groceries & Supermarkets,Bank UPI (Direct),"?12,962.36",Success,9/12/2026 1:00,?0.00
861,TXN2026100860,USR3033,MER41,Travel & Hospitality,Bank UPI (Direct),?333.53,Success,8/24/2026 20:21,?0.00
862,TXN2026100861,USR4088,MER42,Groceries & Supermarkets,Bank UPI (Direct),"?3,309.11",Success,8/25/2026 1:38,?0.00
863,TXN2026100862,USR4169,MER47,Electronics & Gadgets,Credit Card on UPI,"?3,149.40",Success,9/8/2026 16:10,?0.00
864,TXN2026100863,USR4193,MER23,Electronics & Gadgets,Bank UPI (Direct),"?3,922.53",Success,8/22/2026 8:17,?0.00
865,TXN2026100864,USR4753,MER42,Food & Dining,Bank UPI (Direct),"?4,300.29",Success,8/20/2026 21:29,?0.00
866,TXN2026100865,USR2251,MER10,Groceries & Supermarkets,Bank UPI (Direct),"?4,362.54",Success,8/24/2026 8:22,?0.00
867,TXN2026100866,USR2657,MER28,Food & Dining,PPI Wallet UPI,"?5,623.57",Failed,8/16/2026 5:49,?0.00
868,TXN2026100867,USR4633,MER18,Groceries & Supermarkets,Bank UPI (Direct),"?7,557.50",Success,8/25/2026 5:57,?0.00
869,TXN2026100868,USR1280,MER37,Electronics & Gadgets,PPI Wallet UPI,"?13,418.04",Success,9/7/2026 8:08,?147.60
870,TXN2026100869,USR4303,MER36,Travel & Hospitality,Bank UPI (Direct),"?9,294.19",Success,8/15/2026 22:00,?0.00
871,TXN2026100870,USR4856,MER23,Travel & Hospitality,Bank UPI (Direct),"?4,771.01",Failed,8/14/2026 21:48,?0.00
872,TXN2026100871,USR3010,MER38,Food & Dining,Credit Card on UPI,"?8,969.84",Success,8/9/2026 2:55,?0.00
873,TXN2026100872,USR2653,MER40,Food & Dining,Credit Card on UPI,?732.17,Success,8/20/2026 22:24,?0.00
874,TXN2026100873,USR2589,MER48,Groceries & Supermarkets,Bank UPI (Direct),"?7,324.23",Success,9/9/2026 9:58,?0.00
875,TXN2026100874,USR2650,MER35,Travel & Hospitality,Credit Card on UPI,"?8,946.43",Success,8/8/2026 16:57,?0.00
